"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:16:34.020Z";"Arora, Shobhit";"";"2604853402";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5f99603ad9001d016970fe4b";"";"5f99603ad9001d016970fe4b";"DTU Department of Electrical Engineering";"sorbit";"sorbit";"Analysis of Li-ion battery charge/discharge characteristics using machine learning|Analyse af Li-ion batteri lade/aflade karakteristik ved hjælp af maskinlæring"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:32.060Z";"Giammarco, Giuseppe";"";"2698281470";"";"dtu";"2021";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"614b0f19d9001d0162189985";"";"614b0f19d9001d0162189985";"DTU Department of Chemical and Biochemical Engineering";"sorbit";"sorbit";"3D optical scanning technology as an in situ process control|3D optisk scanningsteknologi som in situ proceskontrol"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:13:20.893Z";"Verhey, Meike Marleen";"";"2594465460";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5eff12c3d9001d0169116fa1";"";"5eff12c3d9001d0169116fa1";"DTU Department of Technology, Management and Economics";"sorbit";"sorbit";"Integrating sustainability assessment into business strategy: exploring the feasibility of the application to Ramboll of the Practice Assurance Standards for SDG Bonds|Integrering af bæredygtighedsvurdering i virksomhedsstrategi: Undersøgelse af gennemførlighed for anvendelsen af Practice Assurance Standards for SDG Bonds til Rambøll"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:16:56.793Z";"Hedberg, Camilla Berg";"";"2595776849";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5f27f141d9001d016b4e2338";"";"5f27f141d9001d016b4e2338";"DTU Department of Environmental and Resource Engineering";"sorbit";"sorbit";"Indicative methods for analysis of ballast water|Indikative metoder til analyser af ballastvand"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:16:58.466Z";"Kjartansson, Steinn Arnar";"";"2595488086";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5f1eb6c7d9001d016b4e20bf";"";"5f1eb6c7d9001d016b4e20bf";"DTU Department of Technology, Management and Economics";"sorbit";"sorbit";"Performance Evaluation of Mutual Funds versus ETF-based portfolios - using Optimization Techniques|Performanceanalyse af investeringsforeninger versus porteføljer af ETFer - ud fra optimeringsteknikker"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:06:05.152Z";"Alvarez, Tomas Perez";"";"2699019396";"";"dtu";"2021";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"6166beafd9001d01645dddb6";"";"6166beafd9001d01645dddb6";"DTU Department of Wind and Energy Systems";"sorbit";"sorbit";"Validation of wind power prediction models and comparison to baseline models|Validering af vindkraft forudsigelser og sammenligning med baseline modellerne"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:17:00.882Z";"Kragh-Sørensen, Rasmus";"";"2691928344";"";"dtu";"2021";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"60fe9841d9001d01622e8e18";"";"60fe9841d9001d01622e8e18";"DTU Department of Applied Mathematics and Computer Science";"sorbit";"sorbit";"Conflict-Based Search for Multi-Agent Pathfinding|Konfliktbaseret søgning i multiagent-stifinding"
"Piezoelectric micromachined ultrasonic transducers (PMUT) are devices, which are based on the piezoelectric effect and are used for sensing applications. A typical PMUT structure has diaphragm with a piezoelectric material between thin high conductivity electrode layers. There are several methods which can be used for PMUT structure fabrication, including back- and front-side etching, wafer bonding, and sacrificial layer release. The state-of-the-art methods used currently for PMUT structure fabrication still face several problems. Xenon difluoride (XeF2) etching is a fluorine-based dry vapour etch method that provides highly selective isotropic etch. It is an ideal solution for the release of self-supporting layers within MEMS devices. In this work, XeF2 etching of amorphous silicon (a-Si) for the release of PMUT structures was investigated. Different designs with varying dimensions were tested and characterized. The XeF2 etching process demonstrated to be efficient and very fast compared to other methods used for PMUT/MEMS release etching. Results from the optimization tests on the XeF2 process demonstrated total etching of 2 µm thick a-Si. Structures with sizes from 50 to 500 µm diameter were completely released after only 20 minutes of etching. Additionally, this work demonstrates that the etching rate of XeF2 is also influenced by the size, shape and location of the via openings. Furthermore, sputtered aluminium nitride AlN piezo layer process optimization and residual stress control contributed to the fabrication of suspended structures. All observed structures from 50 to 500 µm diameter which used AlN in the structural layer were suspended after release.";"dtu|dtupub";"";"2022-03-28T07:09:34.074Z";"";"";"2708550332";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"PECVD|Pizoelectric ultrasonic transducers (PMUT)|aluminium nitride (AlN)|amorphous silicon (a-Si)|sacrificial layer|thin film stress|xenon difluoride (XeF2)";"PECVD|Pizoelectric ultrasonic transducers (PMUT)|aluminium nitride (AlN)|amorphous silicon (a-Si)|sacrificial layer|thin film stress|xenon difluoride (XeF2)";"PECVD|Pizoelectric ultrasonic transducers (PMUT)|aluminium nitride (AlN)|amorphous silicon (a-Si)|sacrificial layer|thin film stress|xenon difluoride (XeF2)";"eng";"6231fa8c3c5766b6f3e51924";"";"6231fa8c3c5766b6f3e51924";"Aalto University";"vtt";"vtt";"Xenon difluoride etching of amorphous silicon for release of piezoelectric micromachined ultrasonic transducer structures"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:05:57.456Z";"Schrøder, Mette Katrine";"";"2646318794";"";"dtu";"2021";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"60437142d9001d016e358177";"";"60437142d9001d016e358177";"DTU Department of Civil Engineering";"sorbit";"sorbit";"Assessment of a natural smoke shaft system as an alternative to a pressurized staircase in a single stair building|Vurdering af et naturligt røgkanalsystem som alternativ til en overtryksventileret sikkerhedstrappe"
"";"dtu|dtupub|third_party";"";"2022-01-03T13:13:42.528Z";"Petersen, Mads Kampmann";"";"2497103075";"";"dtu";"2020";"";"";"";"";"thesis";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"und";"5e5cf810d9001d01632c0051";"";"5e5cf810d9001d01632c0051";"DTU Department of Civil Engineering";"sorbit";"sorbit";"Metal-organic frameworks MIL-100(Fe) and its application as a moisture buffer material in built environment|Metal-organiske materialer MIL-100(Fe) og dets applikation som fugt-buffer materiale i byggeri"
